"Year","Variable","Value","WaterUser","State"
2007,"ReturnFlow",156,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2008,"ReturnFlow",144,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2009,"ReturnFlow",151,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2010,"ReturnFlow",150,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2011,"ReturnFlow",154,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2012,"ReturnFlow",153,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2013,"ReturnFlow",165,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2014,"ReturnFlow",153,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2000,"ConsumptiveUse",547,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2001,"ConsumptiveUse",534,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2002,"ConsumptiveUse",538,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2003,"ConsumptiveUse",367,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2004,"ConsumptiveUse",332,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2005,"ConsumptiveUse",384,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2006,"ConsumptiveUse",343,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2007,"ConsumptiveUse",314,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2008,"ConsumptiveUse",291,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2009,"ConsumptiveUse",307,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2010,"ConsumptiveUse",304,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2011,"ConsumptiveUse",312,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2012,"ConsumptiveUse",306,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2013,"ConsumptiveUse",334,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2014,"ConsumptiveUse",309,"GOLDEN SHORES WATER CONSERVATION DIST","AZ"
2000,"Diversion",40228,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2001,"Diversion",38053,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2002,"Diversion",45556,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2003,"Diversion",43187,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2004,"Diversion",49616,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2005,"Diversion",34095,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2006,"Diversion",37636.33,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2007,"Diversion",40598,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2008,"Diversion",38916,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2009,"Diversion",38158,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2010,"Diversion",37781,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2011,"Diversion",24218,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2012,"Diversion",37077,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2013,"Diversion",32757,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2014,"Diversion",35770,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2000,"ReturnFlow",3334,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2001,"ReturnFlow",16572,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2002,"ReturnFlow",13232,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2003,"ReturnFlow",38709,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2004,"ReturnFlow",43959,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2005,"ReturnFlow",30014,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2006,"ReturnFlow",33127,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2007,"ReturnFlow",35728,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2008,"ReturnFlow",34247,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2009,"ReturnFlow",33577,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2010,"ReturnFlow",33247,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2011,"ReturnFlow",21311,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2012,"ReturnFlow",32628,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2013,"ReturnFlow",28733,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2014,"ReturnFlow",31210,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2000,"ConsumptiveUse",36894,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2001,"ConsumptiveUse",21481,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2002,"ConsumptiveUse",32326,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2003,"ConsumptiveUse",4478,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2004,"ConsumptiveUse",5657,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2005,"ConsumptiveUse",4081,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2006,"ConsumptiveUse",4509.33,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2007,"ConsumptiveUse",4870,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2008,"ConsumptiveUse",4669,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2009,"ConsumptiveUse",4581,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2010,"ConsumptiveUse",4534,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2011,"ConsumptiveUse",2907,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2012,"ConsumptiveUse",4449,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2013,"ConsumptiveUse",4024,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2014,"ConsumptiveUse",4560,"HAVASU NATIONAL WILDLIFE REFUGE","AZ"
2000,"Diversion",14630,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2001,"Diversion",15063,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2002,"Diversion",15821,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2003,"Diversion",16224,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2004,"Diversion",17915,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2005,"Diversion",12787,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2006,"Diversion",14533,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2007,"Diversion",15851,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2008,"Diversion",16973,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2009,"Diversion",15683,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2010,"Diversion",13025,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2011,"Diversion",12678,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2012,"Diversion",12883,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2013,"Diversion",12698,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2014,"Diversion",12326,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2000,"ReturnFlow",0,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2001,"ReturnFlow",0,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2002,"ReturnFlow",0,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2003,"ReturnFlow",6164,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2004,"ReturnFlow",6808,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2005,"ReturnFlow",4859,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2006,"ReturnFlow",5524,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2007,"ReturnFlow",6025,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2008,"ReturnFlow",6450,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2009,"ReturnFlow",5960,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2010,"ReturnFlow",4950,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2011,"ReturnFlow",4818,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2012,"ReturnFlow",4897,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2013,"ReturnFlow",4828,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2014,"ReturnFlow",4683,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2000,"ConsumptiveUse",14630,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2001,"ConsumptiveUse",15063,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2002,"ConsumptiveUse",15821,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2003,"ConsumptiveUse",10060,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2004,"ConsumptiveUse",11107,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2005,"ConsumptiveUse",7928,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2006,"ConsumptiveUse",9009,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2007,"ConsumptiveUse",9826,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2008,"ConsumptiveUse",10523,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2009,"ConsumptiveUse",9723,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2010,"ConsumptiveUse",8075,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2011,"ConsumptiveUse",7860,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2012,"ConsumptiveUse",7986,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2013,"ConsumptiveUse",7870,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2014,"ConsumptiveUse",7643,"LAKE HAVASU I.D.D.  (CITY)","AZ"
2000,"Diversion",1424158,"CENTRAL ARIZONA PROJECT","AZ"
2001,"Diversion",1523092,"CENTRAL ARIZONA PROJECT","AZ"
2002,"Diversion",1581595,"CENTRAL ARIZONA PROJECT","AZ"
2003,"Diversion",1685190,"CENTRAL ARIZONA PROJECT","AZ"
2004,"Diversion",1666327,"CENTRAL ARIZONA PROJECT","AZ"
2005,"Diversion",1319871,"CENTRAL ARIZONA PROJECT","AZ"
2006,"Diversion",1616713,"CENTRAL ARIZONA PROJECT","AZ"
2007,"Diversion",1610753,"CENTRAL ARIZONA PROJECT","AZ"
2008,"Diversion",1561719,"CENTRAL ARIZONA PROJECT","AZ"
2009,"Diversion",1659808,"CENTRAL ARIZONA PROJECT","AZ"
2010,"Diversion",1652767,"CENTRAL ARIZONA PROJECT","AZ"
2011,"Diversion",1625043,"CENTRAL ARIZONA PROJECT","AZ"
2012,"Diversion",1626062,"CENTRAL ARIZONA PROJECT","AZ"
2013,"Diversion",1651267,"CENTRAL ARIZONA PROJECT","AZ"
2014,"Diversion",1630677,"CENTRAL ARIZONA PROJECT","AZ"
2000,"ReturnFlow",0,"CENTRAL ARIZONA PROJECT","AZ"
2001,"ReturnFlow",0,"CENTRAL ARIZONA PROJECT","AZ"
2002,"ReturnFlow",0,"CENTRAL ARIZONA PROJECT","AZ"
2003,"ReturnFlow",0,"CENTRAL ARIZONA PROJECT","AZ"
2004,"ReturnFlow",0,"CENTRAL ARIZONA PROJECT","AZ"
2005,"ReturnFlow",0,"CENTRAL ARIZONA PROJECT","AZ"
2006,"ReturnFlow",0,"CENTRAL ARIZONA PROJECT","AZ"
2007,"ReturnFlow",0,"CENTRAL ARIZONA PROJECT","AZ"
2008,"ReturnFlow",0,"CENTRAL ARIZONA PROJECT","AZ"
2009,"ReturnFlow",0,"CENTRAL ARIZONA PROJECT","AZ"
2010,"ReturnFlow",0,"CENTRAL ARIZONA PROJECT","AZ"
2011,"ReturnFlow",0,"CENTRAL ARIZONA PROJECT","AZ"
2012,"ReturnFlow",0,"CENTRAL ARIZONA PROJECT","AZ"
2013,"ReturnFlow",0,"CENTRAL ARIZONA PROJECT","AZ"
2014,"ReturnFlow",0,"CENTRAL ARIZONA PROJECT","AZ"
2000,"ConsumptiveUse",1424158,"CENTRAL ARIZONA PROJECT","AZ"
2001,"ConsumptiveUse",1523092,"CENTRAL ARIZONA PROJECT","AZ"
2002,"ConsumptiveUse",1581595,"CENTRAL ARIZONA PROJECT","AZ"
2003,"ConsumptiveUse",1685190,"CENTRAL ARIZONA PROJECT","AZ"
2004,"ConsumptiveUse",1666327,"CENTRAL ARIZONA PROJECT","AZ"
2005,"ConsumptiveUse",1319871,"CENTRAL ARIZONA PROJECT","AZ"
2006,"ConsumptiveUse",1616713,"CENTRAL ARIZONA PROJECT","AZ"
2007,"ConsumptiveUse",1610753,"CENTRAL ARIZONA PROJECT","AZ"
2008,"ConsumptiveUse",1561719,"CENTRAL ARIZONA PROJECT","AZ"
2009,"ConsumptiveUse",1659808,"CENTRAL ARIZONA PROJECT","AZ"
2010,"ConsumptiveUse",1652767,"CENTRAL ARIZONA PROJECT","AZ"
2011,"ConsumptiveUse",1625043,"CENTRAL ARIZONA PROJECT","AZ"
2012,"ConsumptiveUse",1626062,"CENTRAL ARIZONA PROJECT","AZ"
2013,"ConsumptiveUse",1651267,"CENTRAL ARIZONA PROJECT","AZ"
2014,"ConsumptiveUse",1630677,"CENTRAL ARIZONA PROJECT","AZ"
2000,"Diversion",942,"TOWN OF PARKER","AZ"
2001,"Diversion",900,"TOWN OF PARKER","AZ"
2002,"Diversion",929,"TOWN OF PARKER","AZ"
2003,"Diversion",928,"TOWN OF PARKER","AZ"
2004,"Diversion",885,"TOWN OF PARKER","AZ"
2005,"Diversion",860,"TOWN OF PARKER","AZ"
2006,"Diversion",894,"TOWN OF PARKER","AZ"
2007,"Diversion",834,"TOWN OF PARKER","AZ"
2008,"Diversion",809,"TOWN OF PARKER","AZ"
2009,"Diversion",843,"TOWN OF PARKER","AZ"
2010,"Diversion",823,"TOWN OF PARKER","AZ"
2011,"Diversion",822,"TOWN OF PARKER","AZ"
2012,"Diversion",825,"TOWN OF PARKER","AZ"
2013,"Diversion",811,"TOWN OF PARKER","AZ"
2014,"Diversion",793,"TOWN OF PARKER","AZ"
2000,"ReturnFlow",0,"TOWN OF PARKER","AZ"
2001,"ReturnFlow",0,"TOWN OF PARKER","AZ"
2002,"ReturnFlow",305,"TOWN OF PARKER","AZ"
2003,"ReturnFlow",555,"TOWN OF PARKER","AZ"
2004,"ReturnFlow",550,"TOWN OF PARKER","AZ"
2005,"ReturnFlow",513,"TOWN OF PARKER","AZ"
2006,"ReturnFlow",511,"TOWN OF PARKER","AZ"
2007,"ReturnFlow",510,"TOWN OF PARKER","AZ"
2008,"ReturnFlow",523,"TOWN OF PARKER","AZ"
2009,"ReturnFlow",547,"TOWN OF PARKER","AZ"
2010,"ReturnFlow",528,"TOWN OF PARKER","AZ"
2011,"ReturnFlow",518,"TOWN OF PARKER","AZ"
2012,"ReturnFlow",487,"TOWN OF PARKER","AZ"
2013,"ReturnFlow",460,"TOWN OF PARKER","AZ"
2014,"ReturnFlow",444,"TOWN OF PARKER","AZ"
2000,"ConsumptiveUse",942,"TOWN OF PARKER","AZ"
2001,"ConsumptiveUse",900,"TOWN OF PARKER","AZ"
2002,"ConsumptiveUse",524,"TOWN OF PARKER","AZ"
2003,"ConsumptiveUse",373,"TOWN OF PARKER","AZ"
2004,"ConsumptiveUse",335,"TOWN OF PARKER","AZ"
2005,"ConsumptiveUse",347,"TOWN OF PARKER","AZ"
2006,"ConsumptiveUse",383,"TOWN OF PARKER","AZ"
2007,"ConsumptiveUse",324,"TOWN OF PARKER","AZ"
2008,"ConsumptiveUse",286,"TOWN OF PARKER","AZ"
2009,"ConsumptiveUse",296,"TOWN OF PARKER","AZ"
2010,"ConsumptiveUse",295,"TOWN OF PARKER","AZ"
2011,"ConsumptiveUse",304,"TOWN OF PARKER","AZ"
2012,"ConsumptiveUse",338,"TOWN OF PARKER","AZ"
2013,"ConsumptiveUse",351,"TOWN OF PARKER","AZ"
2014,"ConsumptiveUse",349,"TOWN OF PARKER","AZ"
2000,"Diversion",628251,"COLORADO RIVER INDIAN RESERVATION","AZ"
2001,"Diversion",585920,"COLORADO RIVER INDIAN RESERVATION","AZ"
2002,"Diversion",614444,"COLORADO RIVER INDIAN RESERVATION","AZ"
2003,"Diversion",606298,"COLORADO RIVER INDIAN RESERVATION","AZ"
2004,"Diversion",585534,"COLORADO RIVER INDIAN RESERVATION","AZ"
2005,"Diversion",577870,"COLORADO RIVER INDIAN RESERVATION","AZ"
2006,"Diversion",614769,"COLORADO RIVER INDIAN RESERVATION","AZ"
2007,"Diversion",612632,"COLORADO RIVER INDIAN RESERVATION","AZ"
2008,"Diversion",643227,"COLORADO RIVER INDIAN RESERVATION","AZ"
2009,"Diversion",649580,"COLORADO RIVER INDIAN RESERVATION","AZ"
2010,"Diversion",643504,"COLORADO RIVER INDIAN RESERVATION","AZ"
2011,"Diversion",651307,"COLORADO RIVER INDIAN RESERVATION","AZ"
2012,"Diversion",644012,"COLORADO RIVER INDIAN RESERVATION","AZ"
2013,"Diversion",616496,"COLORADO RIVER INDIAN RESERVATION","AZ"
2014,"Diversion",623185,"COLORADO RIVER INDIAN RESERVATION","AZ"
2000,"ReturnFlow",235945,"COLORADO RIVER INDIAN RESERVATION","AZ"
2001,"ReturnFlow",243572,"COLORADO RIVER INDIAN RESERVATION","AZ"
2002,"ReturnFlow",229584,"COLORADO RIVER INDIAN RESERVATION","AZ"
2003,"ReturnFlow",247468,"COLORADO RIVER INDIAN RESERVATION","AZ"
2004,"ReturnFlow",257938,"COLORADO RIVER INDIAN RESERVATION","AZ"
2005,"ReturnFlow",248759,"COLORADO RIVER INDIAN RESERVATION","AZ"
2006,"ReturnFlow",263677,"COLORADO RIVER INDIAN RESERVATION","AZ"
2007,"ReturnFlow",249731,"COLORADO RIVER INDIAN RESERVATION","AZ"
2008,"ReturnFlow",246303,"COLORADO RIVER INDIAN RESERVATION","AZ"
2009,"ReturnFlow",248079,"COLORADO RIVER INDIAN RESERVATION","AZ"
2010,"ReturnFlow",264653,"COLORADO RIVER INDIAN RESERVATION","AZ"
2011,"ReturnFlow",308058,"COLORADO RIVER INDIAN RESERVATION","AZ"
2012,"ReturnFlow",318232,"COLORADO RIVER INDIAN RESERVATION","AZ"
2013,"ReturnFlow",293837,"COLORADO RIVER INDIAN RESERVATION","AZ"
2014,"ReturnFlow",296795,"COLORADO RIVER INDIAN RESERVATION","AZ"
2000,"ConsumptiveUse",392306,"COLORADO RIVER INDIAN RESERVATION","AZ"
2001,"ConsumptiveUse",342348,"COLORADO RIVER INDIAN RESERVATION","AZ"
2002,"ConsumptiveUse",384860,"COLORADO RIVER INDIAN RESERVATION","AZ"
2003,"ConsumptiveUse",358830,"COLORADO RIVER INDIAN RESERVATION","AZ"
2004,"ConsumptiveUse",327596,"COLORADO RIVER INDIAN RESERVATION","AZ"
2005,"ConsumptiveUse",329111,"COLORADO RIVER INDIAN RESERVATION","AZ"
2006,"ConsumptiveUse",351092,"COLORADO RIVER INDIAN RESERVATION","AZ"
2007,"ConsumptiveUse",362901,"COLORADO RIVER INDIAN RESERVATION","AZ"
2008,"ConsumptiveUse",396924,"COLORADO RIVER INDIAN RESERVATION","AZ"
2009,"ConsumptiveUse",401501,"COLORADO RIVER INDIAN RESERVATION","AZ"
2010,"ConsumptiveUse",378851,"COLORADO RIVER INDIAN RESERVATION","AZ"
2011,"ConsumptiveUse",343249,"COLORADO RIVER INDIAN RESERVATION","AZ"
2012,"ConsumptiveUse",325780,"COLORADO RIVER INDIAN RESERVATION","AZ"
2013,"ConsumptiveUse",322659,"COLORADO RIVER INDIAN RESERVATION","AZ"
2014,"ConsumptiveUse",326390,"COLORADO RIVER INDIAN RESERVATION","AZ"
2000,"Diversion",441,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2001,"Diversion",411,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2002,"Diversion",479,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2003,"Diversion",532,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2004,"Diversion",529,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2005,"Diversion",461,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2006,"Diversion",475,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2007,"Diversion",461,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2008,"Diversion",428,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2009,"Diversion",420,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2010,"Diversion",447,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2011,"Diversion",428,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2012,"Diversion",321,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2013,"Diversion",330,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2014,"Diversion",302,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2000,"ReturnFlow",0,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2001,"ReturnFlow",0,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2002,"ReturnFlow",0,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2003,"ReturnFlow",154,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2004,"ReturnFlow",150,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2005,"ReturnFlow",132,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2006,"ReturnFlow",135,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2007,"ReturnFlow",131,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2008,"ReturnFlow",124,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2009,"ReturnFlow",158,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2010,"ReturnFlow",160,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2011,"ReturnFlow",150,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2012,"ReturnFlow",122,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2013,"ReturnFlow",134,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2014,"ReturnFlow",131,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2000,"ConsumptiveUse",441,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2001,"ConsumptiveUse",411,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2002,"ConsumptiveUse",479,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2003,"ConsumptiveUse",378,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2004,"ConsumptiveUse",379,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2005,"ConsumptiveUse",329,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2006,"ConsumptiveUse",340,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2007,"ConsumptiveUse",330,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2008,"ConsumptiveUse",304,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2009,"ConsumptiveUse",262,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2010,"ConsumptiveUse",287,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2011,"ConsumptiveUse",278,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2012,"ConsumptiveUse",199,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2013,"ConsumptiveUse",196,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2014,"ConsumptiveUse",171,"EHRENBURG IMPROVEMENT ASSN.","AZ"
2000,"Diversion",30085,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2001,"Diversion",26302,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2002,"Diversion",27069,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2003,"Diversion",27069,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2004,"Diversion",27070,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2005,"Diversion",26828,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2006,"Diversion",26987,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2007,"Diversion",27058,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2008,"Diversion",26458,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2009,"Diversion",26086,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2010,"Diversion",25908,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2011,"Diversion",25947,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2012,"Diversion",24413,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2013,"Diversion",8025,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2014,"Diversion",10598,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2000,"ReturnFlow",0,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2001,"ReturnFlow",0,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2002,"ReturnFlow",0,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2003,"ReturnFlow",7717,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2004,"ReturnFlow",7715,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2005,"ReturnFlow",7647,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2006,"ReturnFlow",7691,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2007,"ReturnFlow",7710,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2008,"ReturnFlow",7540,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2009,"ReturnFlow",7436,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2010,"ReturnFlow",7385,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2011,"ReturnFlow",7394,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2012,"ReturnFlow",6957,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2013,"ReturnFlow",2288,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2014,"ReturnFlow",3020,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2000,"ConsumptiveUse",30085,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2001,"ConsumptiveUse",26302,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2002,"ConsumptiveUse",27069,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2003,"ConsumptiveUse",19352,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2004,"ConsumptiveUse",19355,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2005,"ConsumptiveUse",19181,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2006,"ConsumptiveUse",19296,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2007,"ConsumptiveUse",19348,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2008,"ConsumptiveUse",18918,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2009,"ConsumptiveUse",18650,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
2010,"ConsumptiveUse",18523,"CIBOLA VALLEY IRRIGATION DISTRICT","AZ"
