0855/01/01	11.82895415856;14.63337326;17.43779236144		14.4842020312;14.4842020312;14.4842020312	14.6374022878963;14.6374022878963;14.6374022878963
0856/01/01	9.66434991456;12.468769016;15.27318811744		14.321248678;14.321248678;14.321248678	14.6374022878963;14.6374022878963;14.6374022878963
0857/01/01	12.37213200256;15.176551104;17.98097020544		14.588784034;14.588784034;14.588784034	14.6374022878963;14.6374022878963;14.6374022878963
0858/01/01	15.16098541056;17.965404512;20.76982361344		15.3362616044;15.3362616044;15.3362616044	14.6374022878963;14.6374022878963;14.6374022878963
0859/01/01	12.41266766256;15.217086764;18.02150586544		15.6816254276;15.6816254276;15.6816254276	14.6374022878963;14.6374022878963;14.6374022878963
0860/01/01	7.92131653456;10.725735636;13.53015473744		14.8514551108;14.8514551108;14.8514551108	14.6374022878963;14.6374022878963;14.6374022878963
0861/01/01	10.42642032256;13.230839424;16.03525852544		14.540141242;14.540141242;14.540141242	14.6374022878963;14.6374022878963;14.6374022878963
0862/01/01	9.95620666656;12.760625768;15.56504486944		14.4679877672;14.4679877672;14.4679877672	14.6374022878963;14.6374022878963;14.6374022878963
0863/01/01	9.38060029456;12.185019396;14.98943849744		14.1493774796;14.1493774796;14.1493774796	14.6374022878963;14.6374022878963;14.6374022878963
0864/01/01	11.86948981856;14.67390892;17.47832802144		13.90373138;13.90373138;13.90373138	14.6374022878963;14.6374022878963;14.6374022878963
0865/01/01	11.45602608656;14.260445188;17.06486428944		13.8664385728;13.8664385728;13.8664385728	14.6374022878963;14.6374022878963;14.6374022878963
0866/01/01	9.94809953456;12.752518636;15.55693773744		13.8948135348;13.8948135348;13.8948135348	14.6374022878963;14.6374022878963;14.6374022878963
0867/01/01	6.54310409456;9.347523196;12.15194229744		13.311910744;13.311910744;13.311910744	14.6374022878963;14.6374022878963;14.6374022878963
0868/01/01	12.33159634256;15.136015444;17.94043454544		13.0289718372;13.0289718372;13.0289718372	14.6374022878963;14.6374022878963;14.6374022878963
0869/01/01	11.99920393056;14.803623032;17.60804213344		12.987625464;12.987625464;12.987625464	14.6374022878963;14.6374022878963;14.6374022878963
0870/01/01	12.22620362656;15.030622728;17.83504182944		13.4181141732;13.4181141732;13.4181141732	14.6374022878963;14.6374022878963;14.6374022878963
0871/01/01	11.52088314256;14.325302244;17.12972134544		13.5275604552;13.5275604552;13.5275604552	14.6374022878963;14.6374022878963;14.6374022878963
0872/01/01	10.92095537456;13.725374476;16.52979357744		13.624035326;13.624035326;13.624035326	14.6374022878963;14.6374022878963;14.6374022878963
0873/01/01	7.15113899456;9.955558096;12.75997719744		13.401089196;13.401089196;13.401089196	14.6374022878963;14.6374022878963;14.6374022878963
0874/01/01	4.68657086656;7.490989968;10.29540906944		12.6827973008;12.6827973008;12.6827973008	14.6374022878963;14.6374022878963;14.6374022878963
0875/01/01	7.45110287856;10.25552198;13.05994108144		12.28230498;12.28230498;12.28230498	14.6374022878963;14.6374022878963;14.6374022878963
0876/01/01	14.00977266656;16.814191768;19.61861086944		12.6884722932;12.6884722932;12.6884722932	14.6374022878963;14.6374022878963;14.6374022878963
0877/01/01	14.99073563856;17.79515474;20.59957384144		13.5332354476;13.5332354476;13.5332354476	14.6374022878963;14.6374022878963;14.6374022878963
0878/01/01	10.61288435856;13.41730346;16.22172256144		13.3613642492;13.3613642492;13.3613642492	14.6374022878963;14.6374022878963;14.6374022878963
0879/01/01	11.34252623856;14.14694534;16.95136444144		13.29569648;13.29569648;13.29569648	14.6374022878963;14.6374022878963;14.6374022878963
0880/01/01	9.67245704656;12.476876148;15.28129524944		13.040321822;13.040321822;13.040321822	14.6374022878963;14.6374022878963;14.6374022878963
0881/01/01	11.11552654256;13.919945644;16.72436474544		12.999786162;12.999786162;12.999786162	14.6374022878963;14.6374022878963;14.6374022878963
0882/01/01	11.20470499456;14.009124096;16.81354319744		13.028161124;13.028161124;13.028161124	14.6374022878963;14.6374022878963;14.6374022878963
0883/01/01	8.65095841456;11.455377516;14.25979661744		13.178143066;13.178143066;13.178143066	14.6374022878963;14.6374022878963;14.6374022878963
0884/01/01	6.46203277456;9.266451876;12.07087097744		13.3556892568;13.3556892568;13.3556892568	14.6374022878963;14.6374022878963;14.6374022878963
0885/01/01	12.54238177456;15.346800876;18.15121997744		13.8648171464;13.8648171464;13.8648171464	14.6374022878963;14.6374022878963;14.6374022878963
0886/01/01	16.01223427056;18.816653372;21.62107247344		14.0650633068;14.0650633068;14.0650633068	14.6374022878963;14.6374022878963;14.6374022878963
0887/01/01	17.83633897056;20.640758072;23.44517717344		14.34962364;14.34962364;14.34962364	14.6374022878963;14.6374022878963;14.6374022878963
0888/01/01	14.18002243856;16.98444154;19.78886064144		14.706337448;14.706337448;14.706337448	14.6374022878963;14.6374022878963;14.6374022878963
0889/01/01	8.47260151056;11.277020612;14.08143971344		14.4193449752;14.4193449752;14.4193449752	14.6374022878963;14.6374022878963;14.6374022878963
0890/01/01	10.71016994256;13.514589044;16.31900814544		14.5231162648;14.5231162648;14.5231162648	14.6374022878963;14.6374022878963;14.6374022878963
0891/01/01	6.67281820656;9.477237308;12.28165640944		14.0788454312;14.0788454312;14.0788454312	14.6374022878963;14.6374022878963;14.6374022878963
0892/01/01	12.51806037856;15.32247948;18.12689858144		14.2101809696;14.2101809696;14.2101809696	14.6374022878963;14.6374022878963;14.6374022878963
0893/01/01	13.34498784256;16.149406944;18.95382604544		14.6795839124;14.6795839124;14.6795839124	14.6374022878963;14.6374022878963;14.6374022878963
0894/01/01	14.13948677856;16.94390588;19.74832498144		15.4473293128;15.4473293128;15.4473293128	14.6374022878963;14.6374022878963;14.6374022878963
0895/01/01	14.18002243856;16.98444154;19.78886064144		15.6110933792;15.6110933792;15.6110933792	14.6374022878963;14.6374022878963;14.6374022878963
0896/01/01	17.14723275056;19.951651852;22.75607095344		15.7245932272;15.7245932272;15.7245932272	14.6374022878963;14.6374022878963;14.6374022878963
0897/01/01	11.18038359856;13.9848027;16.78922180144		15.05899769;15.05899769;15.05899769	14.6374022878963;14.6374022878963;14.6374022878963
0898/01/01	10.38588466256;13.190303764;15.99472286544		14.6795839124;14.6795839124;14.6795839124	14.6374022878963;14.6374022878963;14.6374022878963
0899/01/01	16.80673320656;19.611152308;22.41557140944		15.512997082;15.512997082;15.512997082	14.6374022878963;14.6374022878963;14.6374022878963
0900/01/01	12.38834626656;15.192765368;17.99718446944		15.6808147144;15.6808147144;15.6808147144	14.6374022878963;14.6374022878963;14.6374022878963
0901/01/01	9.86702821456;12.671447316;15.47586641744		16.0002357152;16.0002357152;16.0002357152	14.6374022878963;14.6374022878963;14.6374022878963
0902/01/01	8.91038663856;11.71480574;14.51922484144		15.6394683412;15.6394683412;15.6394683412	14.6374022878963;14.6374022878963;14.6374022878963
0903/01/01	8.12399483456;10.928413936;13.73283303744		15.1173690404;15.1173690404;15.1173690404	14.6374022878963;14.6374022878963;14.6374022878963
0904/01/01	10.17509923056;12.979518332;15.78393743344		14.7209302856;14.7209302856;14.7209302856	14.6374022878963;14.6374022878963;14.6374022878963
0905/01/01	13.14230954256;15.946728644;18.75114774544		14.617158996;14.617158996;14.617158996	14.6374022878963;14.6374022878963;14.6374022878963
0906/01/01	7.15924612656;9.963665228;12.76808432944		13.6183603336;13.6183603336;13.6183603336	14.6374022878963;14.6374022878963;14.6374022878963
0907/01/01	8.68338694256;11.487806044;14.29222514544		13.368660668;13.368660668;13.368660668	14.6374022878963;14.6374022878963;14.6374022878963
0908/01/01	14.77184307456;17.576262176;20.38068127744		13.8072565092;13.8072565092;13.8072565092	14.6374022878963;14.6374022878963;14.6374022878963
0909/01/01	10.51559877456;13.320017876;16.12443697744		13.178143066;13.178143066;13.178143066	14.6374022878963;14.6374022878963;14.6374022878963
0910/01/01	9.28331471056;12.087733812;14.89215291344		12.8676399104;12.8676399104;12.8676399104	14.6374022878963;14.6374022878963;14.6374022878963
0911/01/01	15.12044975056;17.924868852;20.72928795344		13.392982064;13.392982064;13.392982064	14.6374022878963;14.6374022878963;14.6374022878963
0912/01/01	14.98262850656;17.787047608;20.59146670944		14.0002062508;14.0002062508;14.0002062508	14.6374022878963;14.6374022878963;14.6374022878963
0913/01/01	12.04784672256;14.852265824;17.65668492544		14.3925914396;14.3925914396;14.3925914396	14.6374022878963;14.6374022878963;14.6374022878963
0914/01/01	12.25863215456;15.063051256;17.86747035744		14.600944732;14.600944732;14.600944732	14.6374022878963;14.6374022878963;14.6374022878963
0915/01/01	10.08592077856;12.89033988;15.69475898144		14.2953058556;14.2953058556;14.2953058556	14.6374022878963;14.6374022878963;14.6374022878963
0916/01/01	10.51559877456;13.320017876;16.12443697744		14.6309411204;14.6309411204;14.6309411204	14.6374022878963;14.6374022878963;14.6374022878963
0917/01/01	12.12891804256;14.933337144;17.73775624544		14.9754942304;14.9754942304;14.9754942304	14.6374022878963;14.6374022878963;14.6374022878963
0918/01/01	12.85855992256;15.662979024;18.46739812544		14.7841659152;14.7841659152;14.7841659152	14.6374022878963;14.6374022878963;14.6374022878963
0919/01/01	12.44509619056;15.249515292;18.05393439344		14.9771156568;14.9771156568;14.9771156568	14.6374022878963;14.6374022878963;14.6374022878963
0920/01/01	6.69713960256;9.501558704;12.30597780544		14.718498146;14.718498146;14.718498146	14.6374022878963;14.6374022878963;14.6374022878963
0921/01/01	16.30409102256;19.108510124;21.91292922544		14.8368622732;14.8368622732;14.8368622732	14.6374022878963;14.6374022878963;14.6374022878963
0922/01/01	13.10177388256;15.906192984;18.71061208544		14.6487768108;14.6487768108;14.6487768108	14.6374022878963;14.6374022878963;14.6374022878963
0923/01/01	13.28013078656;16.084549888;18.88896898944		14.7720052172;14.7720052172;14.7720052172	14.6374022878963;14.6374022878963;14.6374022878963
0924/01/01	5.40810561456;8.212524716;11.01694381744		14.0869525632;14.0869525632;14.0869525632	14.6374022878963;14.6374022878963;14.6374022878963
0925/01/01	10.99391956256;13.798338664;16.60275776544		14.1777524416;14.1777524416;14.1777524416	14.6374022878963;14.6374022878963;14.6374022878963
0926/01/01	17.18776841056;19.992187512;22.79660661344		14.8449694052;14.8449694052;14.8449694052	14.6374022878963;14.6374022878963;14.6374022878963
0927/01/01	14.99884277056;17.803261872;20.60768097344		15.131961878;15.131961878;15.131961878	14.6374022878963;14.6374022878963;14.6374022878963
0928/01/01	14.19623670256;17.000655804;19.80507490544		15.265729556;15.265729556;15.265729556	14.6374022878963;14.6374022878963;14.6374022878963
0929/01/01	15.99602000656;18.800439108;21.60485820944		15.6208219376;15.6208219376;15.6208219376	14.6374022878963;14.6374022878963;14.6374022878963
0930/01/01	9.35627889856;12.160698;14.96511710144		15.8867358672;15.8867358672;15.8867358672	14.6374022878963;14.6374022878963;14.6374022878963
0931/01/01	15.15287827856;17.95729738;20.76171648144		15.7716145928;15.7716145928;15.7716145928	14.6374022878963;14.6374022878963;14.6374022878963
0932/01/01	14.24487949456;17.049298596;19.85371769744		15.885925154;15.885925154;15.885925154	14.6374022878963;14.6374022878963;14.6374022878963
0933/01/01	9.34817176656;12.152590868;14.95700996944		15.492729252;15.492729252;15.492729252	14.6374022878963;14.6374022878963;14.6374022878963
0934/01/01	8.34288739856;11.1473065;13.95172560144		15.7862074304;15.7862074304;15.7862074304	14.6374022878963;14.6374022878963;14.6374022878963
0935/01/01	13.99355840256;16.797977504;19.60239660544		16.0861713144;16.0861713144;16.0861713144	14.6374022878963;14.6374022878963;14.6374022878963
0936/01/01	11.62627585856;14.43069496;17.23511406144		15.5300220592;15.5300220592;15.5300220592	14.6374022878963;14.6374022878963;14.6374022878963
0937/01/01	11.25334778656;14.057766888;16.86218598944		15.1554725608;15.1554725608;15.1554725608	14.6374022878963;14.6374022878963;14.6374022878963
0938/01/01	13.83141576256;16.635834864;19.44025396544		15.1189904668;15.1189904668;15.1189904668	14.6374022878963;14.6374022878963;14.6374022878963
0939/01/01	7.23221031456;10.036629416;12.84104851744		14.2426094976;14.2426094976;14.2426094976	14.6374022878963;14.6374022878963;14.6374022878963
0940/01/01	13.10988101456;15.914300116;18.71871921744		14.6179697092;14.6179697092;14.6179697092	14.6374022878963;14.6374022878963;14.6374022878963
0941/01/01	9.93188527056;12.736304372;15.54072347344		14.0958704084;14.0958704084;14.0958704084	14.6374022878963;14.6374022878963;14.6374022878963
0942/01/01	13.34498784256;16.149406944;18.95382604544		14.0058812432;14.0058812432;14.0058812432	14.6374022878963;14.6374022878963;14.6374022878963
0943/01/01	12.83423852656;15.638657628;18.44307672944		14.3544879192;14.3544879192;14.3544879192	14.6374022878963;14.6374022878963;14.6374022878963
0944/01/01	8.48881577456;11.293234876;14.09765397744		14.3690807568;14.3690807568;14.3690807568	14.6374022878963;14.6374022878963;14.6374022878963
0945/01/01	13.53145187856;16.33587098;19.14029008144		14.3228701044;14.3228701044;14.3228701044	14.6374022878963;14.6374022878963;14.6374022878963
0946/01/01	19.70097933056;22.505398432;25.30981753344		15.1303404516;15.1303404516;15.1303404516	14.6374022878963;14.6374022878963;14.6374022878963
0947/01/01	14.00166553456;16.806084636;19.61050373744		15.4051722264;15.4051722264;15.4051722264	14.6374022878963;14.6374022878963;14.6374022878963
0948/01/01	12.62345309456;15.427872196;18.23229129744		15.2843759596;15.2843759596;15.2843759596	14.6374022878963;14.6374022878963;14.6374022878963
0949/01/01	10.21563489056;13.020053992;15.82447309344		15.5827184172;15.5827184172;15.5827184172	14.6374022878963;14.6374022878963;14.6374022878963
0950/01/01	13.28823791856;16.09265702;18.89707612144		15.6005541076;15.6005541076;15.6005541076	14.6374022878963;14.6374022878963;14.6374022878963
0951/01/01	11.60195446256;14.406373564;17.21079266544		15.7675610268;15.7675610268;15.7675610268	14.6374022878963;14.6374022878963;14.6374022878963
0952/01/01	11.26145491856;14.06587402;16.87029312144		15.5592077344;15.5592077344;15.5592077344	14.6374022878963;14.6374022878963;14.6374022878963
0953/01/01	5.82156934656;8.625988448;11.43040754944		14.8579408164;14.8579408164;14.8579408164	14.6374022878963;14.6374022878963;14.6374022878963
0954/01/01	9.46167161456;12.266090716;15.07050981744		14.9552264004;14.9552264004;14.9552264004	14.6374022878963;14.6374022878963;14.6374022878963
0955/01/01	11.16416933456;13.968588436;16.77300753744		14.718498146;14.718498146;14.718498146	14.6374022878963;14.6374022878963;14.6374022878963
0956/01/01	9.35627889856;12.160698;14.96511710144		13.6840281028;13.6840281028;13.6840281028	14.6374022878963;14.6374022878963;14.6374022878963
0957/01/01	7.32138876656;10.125807868;12.93022696944		13.016000426;13.016000426;13.016000426	14.6374022878963;14.6374022878963;14.6374022878963
0958/01/01	12.93152411056;15.735943212;18.54036231344		13.0468075276;13.0468075276;13.0468075276	14.6374022878963;14.6374022878963;14.6374022878963
0959/01/01	13.49091621856;16.29533532;19.09975442144		13.3743356604;13.3743356604;13.3743356604	14.6374022878963;14.6374022878963;14.6374022878963
0960/01/01	13.80709436656;16.611513468;19.41593256944		13.4262213052;13.4262213052;13.4262213052	14.6374022878963;14.6374022878963;14.6374022878963
