Object.Name,Slot.Name,units,Timestep,Value,Model
Mead,Pool Elevation,ft,2014/1/31,1108.75,Historical
Mead,Pool Elevation,ft,2014/2/28,1107.94,Historical
Mead,Pool Elevation,ft,2014/3/31,1101.71,Historical
Mead,Pool Elevation,ft,2014/4/30,1094.55,Historical
Mead,Pool Elevation,ft,2014/5/31,1087.46,Historical
Mead,Pool Elevation,ft,2014/6/30,1082.66,Historical
Mead,Pool Elevation,ft,2014/7/31,1080.6,Historical
Mead,Pool Elevation,ft,2014/8/31,1081.55,Historical
Mead,Pool Elevation,ft,2014/9/30,1081.33,Historical
Mead,Pool Elevation,ft,2014/10/31,1082.79,Historical
Mead,Pool Elevation,ft,2014/11/30,1083.57,Historical
Mead,Pool Elevation,ft,2014/12/31,1087.79,Historical
Mead,Pool Elevation,ft,2015/1/31,1088.51,Historical
Mead,Pool Elevation,ft,2015/2/28,1088.98,Historical
Powell,Pool Elevation,ft,2008/10/31,3623.82,Historical
Powell,Pool Elevation,ft,2008/11/30,3621.9,Historical
Powell,Pool Elevation,ft,2008/12/31,3617.89,Historical
Powell,Pool Elevation,ft,2009/1/31,3614.17,Historical
Powell,Pool Elevation,ft,2009/2/28,3612.05,Historical
Powell,Pool Elevation,ft,2009/3/31,3610.43,Historical
Powell,Pool Elevation,ft,2009/4/30,3611.26,Historical
Powell,Pool Elevation,ft,2009/5/31,3629.09,Historical
Powell,Pool Elevation,ft,2009/6/30,3640.49,Historical
Powell,Pool Elevation,ft,2009/7/31,3641.14,Historical
Powell,Pool Elevation,ft,2009/8/31,3637.5,Historical
Powell,Pool Elevation,ft,2009/9/30,3635.37,Historical
Powell,Pool Elevation,ft,2009/10/31,3633.52,Historical
Powell,Pool Elevation,ft,2009/11/30,3631.1,Historical
Powell,Pool Elevation,ft,2009/12/31,3626.22,Historical
Powell,Pool Elevation,ft,2010/1/31,3622.14,Historical
Powell,Pool Elevation,ft,2010/2/28,3620.16,Historical
Powell,Pool Elevation,ft,2010/3/31,3619.41,Historical
Powell,Pool Elevation,ft,2010/4/30,3620.5,Historical
Powell,Pool Elevation,ft,2010/5/31,3625.96,Historical
Powell,Pool Elevation,ft,2010/6/30,3638.82,Historical
Powell,Pool Elevation,ft,2010/7/31,3636.52,Historical
Powell,Pool Elevation,ft,2010/8/31,3634.55,Historical
Powell,Pool Elevation,ft,2010/9/30,3633.66,Historical
Powell,Pool Elevation,ft,2010/10/31,3634.08,Historical
Powell,Pool Elevation,ft,2010/11/30,3630.31,Historical
Powell,Pool Elevation,ft,2010/12/31,3626.54,Historical
Powell,Pool Elevation,ft,2011/1/31,3620.55,Historical
Powell,Pool Elevation,ft,2011/2/28,3614.95,Historical
Powell,Pool Elevation,ft,2011/3/31,3610.73,Historical
Powell,Pool Elevation,ft,2011/4/30,3611.93,Historical
Powell,Pool Elevation,ft,2011/5/31,3623.13,Historical
Powell,Pool Elevation,ft,2011/6/30,3648.98,Historical
Powell,Pool Elevation,ft,2011/7/31,3660.86,Historical
Powell,Pool Elevation,ft,2011/8/31,3655.34,Historical
Powell,Pool Elevation,ft,2011/9/30,3653.01,Historical
Powell,Pool Elevation,ft,2011/10/31,3650.27,Historical
Powell,Pool Elevation,ft,2011/11/30,3645.69,Historical
Powell,Pool Elevation,ft,2011/12/31,3639.74,Historical
Powell,Pool Elevation,ft,2012/1/31,3636.9,Historical
Powell,Pool Elevation,ft,2012/2/29,3635.28,Historical
Powell,Pool Elevation,ft,2012/3/31,3635.33,Historical
Powell,Pool Elevation,ft,2012/4/30,3635.76,Historical
Powell,Pool Elevation,ft,2012/5/31,3636.83,Historical
Powell,Pool Elevation,ft,2012/6/30,3633.9,Historical
Powell,Pool Elevation,ft,2012/7/31,3628.45,Historical
Powell,Pool Elevation,ft,2012/8/31,3623.62,Historical
Powell,Pool Elevation,ft,2012/9/30,3621.56,Historical
Powell,Pool Elevation,ft,2012/10/31,3619.46,Historical
Powell,Pool Elevation,ft,2012/11/30,3615.1,Historical
Powell,Pool Elevation,ft,2012/12/31,3609.82,Historical
Powell,Pool Elevation,ft,2013/1/31,3604.42,Historical
Powell,Pool Elevation,ft,2013/2/28,3601.47,Historical
Powell,Pool Elevation,ft,2013/3/31,3598.96,Historical
Powell,Pool Elevation,ft,2013/4/30,3596.53,Historical
Powell,Pool Elevation,ft,2013/5/31,3599.44,Historical
Powell,Pool Elevation,ft,2013/6/30,3600.07,Historical
Powell,Pool Elevation,ft,2013/7/31,3594.17,Historical
Powell,Pool Elevation,ft,2013/8/31,3589.64,Historical
Powell,Pool Elevation,ft,2013/9/30,3591.25,Historical
Powell,Pool Elevation,ft,2013/10/31,3590.88,Historical
Powell,Pool Elevation,ft,2013/11/30,3587.9,Historical
Powell,Pool Elevation,ft,2013/12/31,3584.43,Historical
Powell,Pool Elevation,ft,2014/1/31,3578.69,Historical
Powell,Pool Elevation,ft,2014/2/28,3575.55,Historical
Powell,Pool Elevation,ft,2014/3/31,3574.76,Historical
Powell,Pool Elevation,ft,2014/4/30,3577.56,Historical
Powell,Pool Elevation,ft,2014/5/31,3589.38,Historical
Powell,Pool Elevation,ft,2014/6/30,3609.19,Historical
Powell,Pool Elevation,ft,2014/7/31,3608.05,Historical
Powell,Pool Elevation,ft,2014/8/31,3605.82,Historical
Powell,Pool Elevation,ft,2014/9/30,3605.53,Historical
Powell,Pool Elevation,ft,2014/10/31,3605.57,Historical
Powell,Pool Elevation,ft,2014/11/30,3601.87,Historical
Powell,Pool Elevation,ft,2014/12/31,3597.75,Historical
Powell,Pool Elevation,ft,2015/1/31,3593.57,Historical
Powell,Pool Elevation,ft,2015/2/28,3592.23,Historical
